Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min,MSE,MSE_moving_bkgrnd
20200825,clip_9_1628,115,2020-08-25 16:28:00,17.1,44,0.0,4.7,177,2.5,162,1.0,0.008462553843855858,0.005010496
20200826,clip_0_0000,5,2020-08-26 00:00:00,13.9,91,0.5,12.5,117,3.3,0,0.0,0.005703597795218229,0.0033121486
20200826,clip_51_2336,115,2020-08-26 23:36:00,13.0,90,0.1,11.4,334,1.6,0,0.0,0.004804160445928574,0.002471896
20200826,clip_20_0920,115,2020-08-26 09:20:00,19.3,82,0.0,16.1,27,2.0,623,7.0,0.004186009056866169,0.002190028
20200826,clip_32_1452,5,2020-08-26 14:52:00,15.6,88,0.0,13.7,13,2.6,62,0.0,0.005162945948541164,0.0026814244
20200827,clip_0_0000,5,2020-08-27 00:00:00,12.8,94,0.0,11.8,333,1.5,0,0.0,0.004445917904376984,0.0023206354
20200827,clip_53_2349,115,2020-08-27 23:49:00,11.6,94,0.0,10.7,0,0.0,0,0.0,0.005336478818207979,0.0028378214
20200827,clip_31_1404,115,2020-08-27 14:04:00,18.7,64,0.0,11.6,280,2.5,549,6.0,0.003932226914912462,0.0024966127
20200827,clip_40_1759,62,2020-08-27 17:59:00,15.0,74,0.0,10.4,296,1.5,41,9.5,0.006168658845126629,0.0034450283
20200828,clip_0_0000,5,2020-08-28 00:00:00,11.5,95,0.0,10.7,0,0.0,0,0.0,0.005363490432500839,0.0028887778
20200828,clip_53_2347,115,2020-08-28 23:47:00,12.8,98,0.2,12.5,77,1.5,0,0.0,0.0023231771774590015,0.0015498417
20200828,clip_24_1047,5,2020-08-28 10:47:00,16.8,80,0.0,13.3,87,2.0,603,9.5,0.005069951061159372,0.0026514742
20200828,clip_17_0731,115,2020-08-28 07:31:00,13.7,95,0.0,12.8,0,0.0,138,0.0,0.003412814810872078,0.0020095254
20200829,clip_0_0000,5,2020-08-29 00:00:00,12.9,98,0.0,12.7,75,0.7,0,0.0,0.002686507999897003,0.0018082637
20200829,clip_52_2334,115,2020-08-29 23:34:00,10.3,97,0.0,9.8,353,1.1,0,0.0,0.007917993701994419,0.0044720494
