Folder name,Clip Name,Image Number,DateTime,Temperature,Humidity,Precipitation,Dew Point,Wind Direction,Wind Speed,Sun Radiation Intensity,Min of sunshine latest 10 min,MSE,MSE_moving_bkgrnd,model,split,month,Activity,Num Annotations,Day_Night,SunPos_azimuth,SunPos_zenith,Hour,Weekday,Weekday_name,Timeslot,Timeslot_name
20200828,clip_17_0731,115,2020-08-28 07:31:00,13.7,95,0.0,12.8,0,0.0,138,0.0,0.0074,0.0046,CAE,feb_month,results_aug,0.006168230436742306,3.0,day,112.99292392218763,64.7556612172356,7,4,Friday,3,Early Morning
20200829,clip_0_0000,5,2020-08-29 00:00:00,12.9,98,0.0,12.7,75,0.7,0,0.0,0.0039,0.0022,CAE,feb_month,results_aug,0.0012031149817630649,0.0,night,10.409785251810888,113.21008770971504,0,5,Saturday,1,Early Post-Midnight
20200829,clip_52_2334,115,2020-08-29 23:34:00,10.3,97,0.0,9.8,353,1.1,0,0.0,0.0159,0.0083,CAE,feb_month,results_aug,0.0029053266625851393,10.0,night,3.527228675803997,113.98421595609378,23,5,Saturday,8,Late Evening
20200829,clip_38_1707,115,2020-08-29 17:07:00,16.6,79,0.0,13.0,17,1.5,182,10.0,0.0123,0.0061,CAE,feb_month,results_aug,0.010724423453211784,8.0,day,272.00246617566063,80.4518375096088,17,5,Saturday,6,Late Afternoon
20200829,clip_42_1859,5,2020-08-29 18:59:00,13.2,88,0.0,11.3,353,0.7,0,0.0,0.0147,0.0066,CAE,feb_month,results_aug,0.003958588466048241,12.0,day,295.494361267436,95.26649643841756,18,5,Saturday,7,Early Evening
20200830,clip_0_0000,5,2020-08-30 00:00:00,9.8,97,0.0,9.4,334,1.0,0,0.0,0.015,0.0077,CAE,feb_month,results_aug,0.00534052774310112,9.0,night,10.530610552316773,113.55793617687068,0,6,Sunday,1,Early Post-Midnight
20200830,clip_52_2346,115,2020-08-30 23:46:00,7.3,98,0.0,7.0,0,0.0,0,0.0,0.0099,0.0071,CAE,feb_month,results_aug,0.004099860321730375,0.0,night,6.876006303295014,114.19451007729052,23,6,Sunday,8,Late Evening
20200830,clip_33_1500,115,2020-08-30 15:00:00,19.0,63,0.0,11.8,312,2.8,474,10.0,0.0226,0.0135,CAE,feb_month,results_aug,0.0028690865729004145,2.0,day,243.89349741688594,64.08442908469226,15,6,Sunday,6,Late Afternoon
20200830,clip_16_0728,12,2020-08-30 07:28:00,14.6,87,0.0,12.5,303,0.4,248,2.5,0.0188,0.0096,CAE,feb_month,results_aug,0.0010238303802907467,5.0,day,112.83127635672417,65.66785619282176,7,6,Sunday,3,Early Morning
20200831,clip_0_0000,5,2020-08-31 00:00:00,7.6,98,0.0,7.3,0,0.0,0,0.0,0.0102,0.0073,CAE,feb_month,results_aug,0.0008845798438414931,0.0,night,10.654011410267515,113.90784797104897,0,0,Monday,1,Early Post-Midnight
20200831,clip_35_1538,115,2020-08-31 15:38:00,18.8,41,0.0,5.1,337,2.4,373,10.0,0.0331,0.0181,CAE,feb_month,results_aug,0.0023290696553885937,6.0,day,252.56545173647254,69.23021604647215,15,0,Monday,6,Late Afternoon
20200831,clip_53_2348,115,2020-08-31 23:48:00,6.0,96,0.0,5.5,0,0.0,0,0.0,0.0096,0.0059,CAE,feb_month,results_aug,0.004602113272994757,5.0,night,7.531047399250724,114.51642102546116,23,0,Monday,8,Late Evening
20200831,clip_16_0724,110,2020-08-31 07:24:00,13.4,89,0.0,11.7,46,1.0,362,10.0,0.0179,0.0097,CAE,feb_month,results_aug,0.00823964923620224,3.0,day,112.17232001970751,66.43921744149527,7,0,Monday,3,Early Morning
20210108,clip_0_1158,5,2021-01-08 11:58:00,0.0,92,0.0,-1.2,13,2.5,39,0.0,0.001,0.0005,VQVAE,feb_month,results_jan,0.004698634147644043,8.0,day,187.27400308988896,79.40322369949466,11,4,Friday,4,Late Morning
20210108,clip_22_2355,115,2021-01-08 23:55:00,0.1,94,0.0,-0.7,17,2.2,0,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.003873414359986782,4.0,night,11.140152056105592,144.68681906868676,23,4,Friday,8,Late Evening
20210108,clip_19_2231,115,2021-01-08 22:31:00,-0.1,94,0.0,-0.9,9,2.8,0,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.001382435322739184,3.0,night,337.7077213713078,143.57588387523384,22,4,Friday,8,Late Evening
20210108,clip_6_1627,115,2021-01-08 16:27:00,0.1,90,0.0,-1.4,20,2.9,0,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.008344503119587898,9.0,night,245.5464828720962,100.69474671681812,16,4,Friday,6,Late Afternoon
20210108,clip_5_1418,115,2021-01-08 14:18:00,-0.1,94,0.0,-0.9,18,2.4,9,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.0015846267342567444,0.0,day,218.98885266157595,86.70535345688262,14,4,Friday,5,Early Afternoon
20210109,clip_0_0000,5,2021-01-09 00:00:00,0.1,94,0.0,-0.8,14,2.4,0,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.0014254833804443479,3.0,night,13.124238956448949,144.54347826822462,0,5,Saturday,1,Early Post-Midnight
20210109,clip_50_2339,115,2021-01-09 23:39:00,-0.5,86,0.0,-2.6,192,4.5,0,0.0,0.0061,0.0027,VQVAE,feb_month,results_jan,0.0009424857562407851,2.0,night,4.548553560703226,144.84791147924938,23,5,Saturday,8,Late Evening
20210109,clip_29_1311,115,2021-01-09 13:11:00,1.5,96,0.0,0.8,226,0.4,163,10.0,0.0024,0.001,VQVAE,feb_month,results_jan,0.010927075520157814,25.0,day,204.1054467483361,81.89839629281062,13,5,Saturday,5,Early Afternoon
20210109,clip_34_1620,103,2021-01-09 16:20:00,0.4,93,0.0,-0.6,215,1.8,0,0.0,0.0022,0.0008,VQVAE,feb_month,results_jan,0.009800765663385391,11.0,night,244.1454176021367,99.66169808625082,16,5,Saturday,6,Late Afternoon
20210109,clip_16_0707,83,2021-01-09 07:07:00,0.4,96,0.0,-0.2,4,1.7,0,0.0,0.0008,0.0003,VQVAE,feb_month,results_jan,0.0015448410995304585,5.0,night,122.30706833380299,95.91079896189329,7,5,Saturday,3,Early Morning
20210110,clip_0_0000,5,2021-01-10 00:00:00,-0.2,86,0.0,-2.2,195,5.0,0,0.0,0.0023,0.0009,VQVAE,feb_month,results_jan,0.0009242238011211157,5.0,night,12.928613717286112,144.4118005326004,0,6,Sunday,1,Early Post-Midnight
20210110,clip_53_2339,115,2021-01-10 23:39:00,-0.3,92,0.0,-1.5,205,2.6,0,0.0,0.0028,0.0013,VQVAE,feb_month,results_jan,0.005072558298707008,0.0,night,4.374983483883966,144.6997240404165,23,6,Sunday,8,Late Evening
20210110,clip_28_1230,5,2021-01-10 12:30:00,3.2,79,0.0,0.0,261,2.0,158,10.0,0.004,0.0016,VQVAE,feb_month,results_jan,0.02573373354971409,18.0,day,194.60213588773473,79.9105428778731,12,6,Sunday,5,Early Afternoon
20210110,clip_22_0958,5,2021-01-10 09:58:00,1.1,93,0.0,0.1,226,2.1,81,0.0,0.0031,0.0014,VQVAE,feb_month,results_jan,0.007175961509346962,5.0,day,158.9663556680971,81.07304211103451,9,6,Sunday,4,Late Morning
20210110,clip_36_1607,75,2021-01-10 16:07:00,0.2,93,0.0,-0.8,223,2.1,0,0.0,0.0032,0.0013,VQVAE,feb_month,results_jan,0.005242481362074614,10.0,night,241.54102811994335,97.91326368077792,16,6,Sunday,6,Late Afternoon
20210111,clip_0_0000,5,2021-01-11 00:00:00,-0.1,91,0.0,-1.4,201,3.1,0,0.0,0.0027,0.0013,VQVAE,feb_month,results_jan,0.001432575285434723,0.0,night,12.735953341719323,144.27253365964341,0,0,Monday,1,Early Post-Midnight
20210111,clip_39_1802,115,2021-01-11 18:02:00,5.7,97,0.4,5.2,257,5.4,0,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.00460317637771368,5.0,night,264.5875509580999,112.57316734683451,18,0,Monday,7,Early Evening
20210111,clip_51_2338,115,2021-01-11 23:38:00,1.6,90,0.0,0.2,329,3.7,0,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.00443867826834321,0.0,night,3.8054903285951696,144.55380528251806,23,0,Monday,8,Late Evening
20210111,clip_15_0641,5,2021-01-11 06:41:00,3.3,98,0.1,2.9,201,4.5,0,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.006389215588569641,5.0,night,116.76103751199321,98.82268058889852,6,0,Monday,3,Early Morning
20210111,clip_22_0957,11,2021-01-11 09:57:00,5.2,98,0.1,4.9,223,5.9,31,0.0,0.0012,0.0004,VQVAE,feb_month,results_jan,0.005336910951882601,6.0,day,158.612128267858,80.99061839894503,9,0,Monday,4,Late Morning
20210112,clip_0_0000,5,2021-01-12 00:00:00,1.2,88,0.0,-0.5,314,2.7,0,0.0,0.0011,0.0003,VQVAE,feb_month,results_jan,0.0017021407838910818,5.0,night,12.546519366179723,144.12574743504598,0,1,Tuesday,1,Early Post-Midnight
20210112,clip_44_2343,115,2021-01-12 23:43:00,2.4,70,0.0,-2.6,298,4.6,0,0.0,0.0032,0.0014,VQVAE,feb_month,results_jan,0.004364071413874626,0.0,night,5.63533966519276,144.3350795210053,23,1,Tuesday,8,Late Evening
20210112,clip_10_0434,115,2021-01-12 04:34:00,-1.2,81,0.0,-4.1,287,1.9,0,0.0,0.0036,0.0016,VQVAE,feb_month,results_jan,0.003210741560906172,5.0,night,91.03130049741213,115.36561489138519,4,1,Tuesday,2,Late Post-Midnight
20210112,clip_26_1540,5,2021-01-12 15:40:00,0.9,69,0.0,-4.2,297,4.6,0,0.0,0.0034,0.0014,VQVAE,feb_month,results_jan,0.01004089880734682,8.0,day,236.0839215214333,94.4073931876074,15,1,Tuesday,6,Late Afternoon
20210113,clip_0_0000,5,2021-01-13 00:00:00,2.4,70,0.0,-2.4,294,4.9,0,0.0,0.003,0.0013,VQVAE,feb_month,results_jan,0.004142554011195898,0.0,night,12.360564094673464,143.97151520048342,0,2,Wednesday,1,Early Post-Midnight
20210113,clip_45_2345,115,2021-01-13 23:45:00,-0.9,78,0.0,-4.3,13,4.8,0,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.004057733807712793,0.0,night,6.2644434305216805,144.13860610681508,23,2,Wednesday,8,Late Evening
20210113,clip_14_0617,5,2021-01-13 06:17:00,-0.4,98,0.0,-0.7,0,0.0,0,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.005664026830345392,2.0,night,111.63599580115192,101.61591151180457,6,2,Wednesday,3,Early Morning
20210113,clip_33_1811,5,2021-01-13 18:11:00,0.1,81,0.0,-2.8,20,4.5,0,0.0,0.0017,0.0006,VQVAE,feb_month,results_jan,0.005209964234381914,2.0,night,266.49307151630217,113.4152606116006,18,2,Wednesday,7,Early Evening
20210114,clip_0_0000,5,2021-01-14 00:00:00,-1.0,76,0.0,-4.7,22,5.7,0,0.0,0.0012,0.0004,VQVAE,feb_month,results_jan,0.004502364434301853,0.0,night,12.178327048260371,143.80991341939307,0,3,Thursday,1,Early Post-Midnight
20210114,clip_48_2351,115,2021-01-14 23:51:00,-3.8,90,0.0,-5.3,43,1.2,0,0.0,0.0012,0.0005,VQVAE,feb_month,results_jan,0.0018997224979102612,5.0,night,8.470473460416486,143.85958587228149,23,3,Thursday,8,Late Evening
20210114,clip_25_1330,115,2021-01-14 13:30:00,-2.3,87,0.0,-4.2,28,2.0,24,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.00702880322933197,4.0,day,208.18730429545963,82.12544259529422,13,3,Thursday,5,Early Afternoon
20210114,clip_45_2227,115,2021-01-14 22:27:00,-2.6,87,0.0,-4.4,17,1.3,0,0.0,0.0011,0.0005,VQVAE,feb_month,results_jan,0.002049610950052738,5.0,night,335.71062477726156,142.28649270078762,22,3,Thursday,8,Late Evening
20210115,clip_0_0000,5,2021-01-15 00:00:00,-3.7,89,0.0,-5.2,40,1.0,0,0.0,0.0013,0.0006,VQVAE,feb_month,results_jan,0.004753455054014921,0.0,night,12.000031937618417,143.64102180275685,0,4,Friday,1,Early Post-Midnight
20210115,clip_44_2319,115,2021-01-15 23:19:00,-10.0,93,0.0,-10.9,0,0.0,0,0.0,0.003,0.0014,VQVAE,feb_month,results_jan,0.005647892598062754,0.0,night,355.6585474914857,143.83487923076623,23,4,Friday,8,Late Evening
20210115,clip_33_1642,115,2021-01-15 16:42:00,-2.9,79,0.0,-6.0,346,2.1,0,0.0,0.0033,0.0016,VQVAE,feb_month,results_jan,0.006074368022382259,7.0,night,248.63428874979476,101.26441379874684,16,4,Friday,6,Late Afternoon
20210115,clip_36_1935,5,2021-01-15 19:35:00,-6.7,93,0.0,-7.6,10,1.4,0,0.0,0.0032,0.0015,VQVAE,feb_month,results_jan,0.0020822340156883,4.0,night,284.8826363812201,124.33068843970352,19,4,Friday,7,Early Evening
20210116,clip_0_0000,5,2021-01-16 00:00:00,-9.3,94,0.0,-10.1,0,0.0,0,0.0,0.003,0.0015,VQVAE,feb_month,results_jan,0.00034410174703225493,0.0,night,11.825884552684215,143.46492378128073,0,5,Saturday,1,Early Post-Midnight
20210116,clip_45_2335,115,2021-01-16 23:35:00,-8.6,94,0.0,-9.5,103,0.7,0,0.0,0.0014,0.0006,VQVAE,feb_month,results_jan,0.0011608469067141414,0.0,night,1.8523429942032408,143.68513015898571,23,5,Saturday,8,Late Evening
20210116,clip_20_1228,36,2021-01-16 12:28:00,-2.0,82,0.0,-4.8,206,0.4,190,10.0,0.0036,0.0017,VQVAE,feb_month,results_jan,0.021403880789875984,19.0,day,193.7635326276944,78.74714192860782,12,5,Saturday,5,Early Afternoon
20210116,clip_27_1536,107,2021-01-16 15:36:00,-6.1,93,0.0,-7.1,111,1.0,0,0.0,0.0034,0.0016,VQVAE,feb_month,results_jan,0.01615104451775551,11.0,day,235.32182406572628,93.16124629293759,15,5,Saturday,6,Late Afternoon
20210117,clip_0_0000,5,2021-01-17 00:00:00,-6.8,95,0.0,-7.5,109,1.2,0,0.0,0.0014,0.0006,VQVAE,feb_month,results_jan,0.0009563150815665722,0.0,night,11.656071637873083,143.28170695983442,0,6,Sunday,1,Early Post-Midnight
20210117,clip_51_2354,115,2021-01-17 23:54:00,-2.2,89,0.0,-3.7,154,1.8,0,0.0,0.0015,0.0007,VQVAE,feb_month,results_jan,0.0050425236113369465,0.0,night,9.161159572934878,143.23852125334892,23,6,Sunday,8,Late Evening
20210117,clip_11_0508,90,2021-01-17 05:08:00,-1.9,87,0.0,-3.9,111,2.4,0,0.0,0.001,0.0004,VQVAE,feb_month,results_jan,0.0011586131295189261,0.0,night,97.08355533151848,110.25698395434245,5,6,Sunday,2,Late Post-Midnight
20210117,clip_31_1510,115,2021-01-17 15:10:00,-0.6,87,0.0,-2.4,173,0.9,6,0.0,0.0019,0.0008,VQVAE,feb_month,results_jan,0.0036291673313826323,7.0,day,229.95017407698373,89.64644977450197,15,6,Sunday,6,Late Afternoon
20210118,clip_0_0000,5,2021-01-18 00:00:00,-2.1,89,0.0,-3.6,155,2.1,0,0.0,0.0014,0.0006,VQVAE,feb_month,results_jan,0.001950146397575736,0.0,night,11.490760654790506,143.09146329164335,0,0,Monday,1,Early Post-Midnight
20210118,clip_36_1811,115,2021-01-18 18:11:00,0.9,100,0.1,0.9,206,1.6,0,0.0,0.0031,0.0014,VQVAE,feb_month,results_jan,0.00666005676612258,2.0,night,266.748329101271,112.40210310824875,18,0,Monday,7,Early Evening
20210118,clip_46_2230,115,2021-01-18 22:30:00,-0.9,100,0.0,-0.9,204,1.8,0,0.0,0.0027,0.0013,VQVAE,feb_month,results_jan,0.005587291903793812,0.0,night,336.6266084987211,141.61289142682236,22,0,Monday,8,Late Evening
20210118,clip_18_0824,65,2021-01-18 08:24:00,-0.8,98,0.0,-1.1,174,2.8,11,0.0,0.0009,0.0003,VQVAE,feb_month,results_jan,0.001638348214328289,3.0,night,136.9397270275794,86.56888417158395,8,0,Monday,3,Early Morning
20210119,clip_0_0000,5,2021-01-19 00:00:00,-0.2,100,0.0,-0.2,193,2.8,0,0.0,0.002,0.0009,VQVAE,feb_month,results_jan,0.0009074158733710647,0.0,night,11.330100161855512,142.89428895071185,0,1,Tuesday,1,Early Post-Midnight
20210119,clip_6_0248,115,2021-01-19 02:48:00,0.9,99,0.0,0.8,171,2.6,0,0.0,0.0012,0.0005,VQVAE,feb_month,results_jan,0.001005072146654129,0.0,night,65.42603879145895,128.62482196817928,2,1,Tuesday,1,Early Post-Midnight
20210119,clip_2_0056,67,2021-01-19 00:56:00,0.5,99,0.0,0.4,178,2.4,0,0.0,0.0016,0.0007,VQVAE,feb_month,results_jan,0.004428785294294357,0.0,night,31.985640411989152,140.06946219367742,0,1,Tuesday,1,Early Post-Midnight
20210119,clip_1_0028,103,2021-01-19 00:28:00,0.1,100,0.0,0.1,185,2.2,0,0.0,0.0019,0.0009,VQVAE,feb_month,results_jan,0.0046700541861355305,0.0,night,21.931830592776066,141.79998717032822,0,1,Tuesday,1,Early Post-Midnight
20210120,clip_0_0141,5,2021-01-20 01:41:00,0.1,100,0.0,0.0,102,2.2,0,0.0,0.001,0.0003,VQVAE,feb_month,results_jan,0.003431479213759303,0.0,night,46.48565637049114,136.0184954159967,1,2,Wednesday,1,Early Post-Midnight
20210120,clip_38_2308,115,2021-01-20 23:08:00,6.3,89,0.0,4.6,192,6.7,0,0.0,0.0014,0.0005,VQVAE,feb_month,results_jan,0.004690797999501228,0.0,night,350.86959380460837,142.6047508753202,23,2,Wednesday,8,Late Evening
20210120,clip_16_0909,115,2021-01-20 09:09:00,3.6,100,0.0,3.6,148,3.6,11,0.0,0.0016,0.0005,VQVAE,feb_month,results_jan,0.0108951972797513,3.0,day,146.54275753653303,82.52893444172402,9,2,Wednesday,4,Late Morning
20210120,clip_23_1225,5,2021-01-20 12:25:00,6.1,100,0.2,6.1,197,4.4,27,0.0,0.0017,0.0006,VQVAE,feb_month,results_jan,0.010165364481508732,5.0,day,192.86861539145264,77.79961989406031,12,2,Wednesday,5,Early Afternoon
20210121,clip_0_0000,5,2021-01-21 00:00:00,6.0,89,0.0,4.3,180,4.7,0,0.0,0.0015,0.0005,VQVAE,feb_month,results_jan,0.004187091253697872,0.0,night,11.023234858531282,142.47955225022497,0,3,Thursday,1,Early Post-Midnight
20210121,clip_47_2341,115,2021-01-21 23:41:00,4.1,79,0.0,0.7,190,7.4,0,0.0,0.0037,0.0016,VQVAE,feb_month,results_jan,0.005266983527690172,0.0,night,3.560756040037006,142.58993250239234,23,3,Thursday,8,Late Evening
20210121,clip_24_1317,5,2021-01-21 13:17:00,5.0,74,0.0,0.7,199,9.6,173,10.0,0.0031,0.0013,VQVAE,feb_month,results_jan,0.007549742702394724,3.0,day,205.078229373243,79.84359871030492,13,3,Thursday,5,Early Afternoon
20210121,clip_29_1537,5,2021-01-21 15:37:00,4.0,83,0.0,1.5,183,8.4,2,0.0,0.0012,0.0004,VQVAE,feb_month,results_jan,0.003299072152003646,4.0,day,235.71850607232494,92.17532797318532,15,3,Thursday,6,Late Afternoon
20210122,clip_0_0000,5,2021-01-22 00:00:00,4.4,77,0.0,0.8,191,8.0,0,0.0,0.0036,0.0016,VQVAE,feb_month,results_jan,0.004625020548701286,0.0,night,10.877239669415133,142.26220051776556,0,4,Friday,1,Early Post-Midnight
20210122,clip_51_2359,59,2021-01-22 23:59:00,3.0,85,0.0,0.7,236,4.6,0,0.0,0.0013,0.0004,VQVAE,feb_month,results_jan,0.0014315469888970256,0.0,night,10.355215514679685,142.06338284235548,23,4,Friday,8,Late Evening
20210122,clip_39_1830,32,2021-01-22 18:30:00,4.3,93,0.2,3.3,237,5.5,0,0.0,0.0021,0.0009,VQVAE,feb_month,results_jan,0.002122941892594099,5.0,night,271.0337538718487,114.10507680505233,18,4,Friday,7,Early Evening
20210122,clip_18_0808,5,2021-01-22 08:08:00,3.4,90,0.0,1.9,190,4.9,11,0.0,0.0032,0.0014,VQVAE,feb_month,results_jan,0.0075861248187720776,4.0,night,132.90194537011814,87.38377433275795,8,4,Friday,3,Early Morning
20210123,clip_0_0000,5,2021-01-23 00:00:00,2.9,86,0.0,0.9,230,4.4,0,0.0,0.0013,0.0004,VQVAE,feb_month,results_jan,0.0017553657526150346,0.0,night,10.73631563939,142.03833860757118,0,5,Saturday,1,Early Post-Midnight
20210123,clip_51_2353,115,2021-01-23 23:53:00,1.8,93,0.0,0.8,139,2.6,0,0.0,0.0018,0.0007,VQVAE,feb_month,results_jan,0.005139115732163191,2.0,night,7.935200552409299,141.96251880767764,23,5,Saturday,8,Late Evening
20210123,clip_14_0607,5,2021-01-23 06:07:00,0.6,93,0.0,-0.5,208,2.4,0,0.0,0.0035,0.0017,VQVAE,feb_month,results_jan,0.0008228797814808786,0.0,night,107.85876334977729,101.58229781657602,6,5,Saturday,3,Early Morning
20210123,clip_23_1108,107,2021-01-23 11:08:00,2.1,90,0.0,0.7,185,1.9,109,0.0,0.003,0.0013,VQVAE,feb_month,results_jan,0.010089444927871227,6.0,day,174.13162324637347,76.48432350020015,11,5,Saturday,4,Late Morning
20210124,clip_0_0000,5,2021-01-24 00:00:00,1.8,93,0.0,0.8,136,2.6,0,0.0,0.0015,0.0006,VQVAE,feb_month,results_jan,0.004771220497786999,0.0,night,10.600527942730537,141.8080786609156,0,6,Sunday,1,Early Post-Midnight
20210124,clip_47_2209,115,2021-01-24 22:09:00,-0.9,100,0.0,-0.9,238,0.7,0,0.0,0.0008,0.0002,VQVAE,feb_month,results_jan,0.0008180218283087015,0.0,night,329.15233711610927,138.89221465193398,22,6,Sunday,8,Late Evening
20210124,clip_16_0717,115,2021-01-24 07:17:00,0.1,98,0.0,-0.2,291,0.8,0,0.0,0.0016,0.0006,VQVAE,feb_month,results_jan,0.004548036493360996,0.0,night,121.88891392039557,92.78344597726235,7,6,Sunday,3,Early Morning
20210124,clip_25_1113,115,2021-01-24 11:13:00,1.0,98,0.0,0.8,216,1.2,124,0.0,0.0021,0.0009,VQVAE,feb_month,results_jan,0.01451684720814228,9.0,day,175.27209430154699,76.18488839841567,11,6,Sunday,4,Late Morning
20210125,clip_0_0000,5,2021-01-25 00:00:00,-0.4,100,0.0,-0.4,201,1.2,0,0.0,0.0011,0.0004,VQVAE,feb_month,results_jan,0.004649841692298651,2.0,night,10.469926440901816,141.57153472495634,0,0,Monday,1,Early Post-Midnight
20210125,clip_49_2341,115,2021-01-25 23:41:00,-3.7,99,0.0,-3.8,226,1.2,0,0.0,0.0024,0.0011,VQVAE,feb_month,results_jan,0.0008558928966522217,0.0,night,3.1357096635301787,141.6354308568509,23,0,Monday,8,Late Evening
20210125,clip_24_1246,115,2021-01-25 12:46:00,3.0,75,0.0,-1.0,29,1.9,309,10.0,0.0026,0.0011,VQVAE,feb_month,results_jan,0.013743256218731403,11.0,day,197.75675321739675,77.34553697753462,12,0,Monday,5,Early Afternoon
20210125,clip_34_1705,5,2021-01-25 17:05:00,-0.6,96,0.0,-1.1,0,0.0,0,0.0,0.0031,0.0014,VQVAE,feb_month,results_jan,0.01877421885728836,9.0,night,253.9151664485011,102.01020593889508,17,0,Monday,6,Late Afternoon
20210126,clip_0_0000,5,2021-01-26 00:00:00,-3.5,99,0.0,-3.6,230,0.7,0,0.0,0.0023,0.001,VQVAE,feb_month,results_jan,0.0005689522949978709,0.0,night,10.344545771118646,141.32882228316876,0,1,Tuesday,1,Early Post-Midnight
20210126,clip_50_2306,115,2021-01-26 23:06:00,-0.1,97,0.0,-0.5,211,2.2,0,0.0,0.0023,0.001,VQVAE,feb_month,results_jan,0.0018680570647120476,5.0,night,349.78141313837125,141.0901515992249,23,1,Tuesday,8,Late Evening
20210126,clip_21_0947,5,2021-01-26 09:47:00,-0.9,99,0.0,-1.1,244,0.4,77,0.0,0.003,0.0015,VQVAE,feb_month,results_jan,0.00726475240662694,5.0,day,154.49708739125958,78.75253797776728,9,1,Tuesday,4,Late Morning
20210126,clip_29_1321,115,2021-01-26 13:21:00,2.2,79,0.0,-1.0,269,1.5,215,10.0,0.0044,0.0021,VQVAE,feb_month,results_jan,0.011867680586874485,6.0,day,206.03282821890912,78.84669994332836,13,1,Tuesday,5,Early Afternoon
20210127,clip_0_1437,5,2021-01-27 14:37:00,-0.2,100,0.0,-0.2,20,1.4,16,0.0,0.001,0.0004,VQVAE,feb_month,results_jan,0.012168309651315212,7.0,day,223.2966472724495,84.3748951783989,14,2,Wednesday,5,Early Afternoon
20210127,clip_20_2354,115,2021-01-27 23:54:00,-2.5,85,0.0,-4.7,344,2.9,0,0.0,0.0014,0.0006,VQVAE,feb_month,results_jan,0.004618176259100437,0.0,night,7.86002099611278,140.9538523584014,23,2,Wednesday,8,Late Evening
20210127,clip_12_2013,115,2021-01-27 20:13:00,-1.0,94,0.0,-1.8,343,2.2,0,0.0,0.0013,0.0005,VQVAE,feb_month,results_jan,0.006580911111086607,4.0,night,295.141731269572,126.47045274641232,20,2,Wednesday,7,Early Evening
20210127,clip_14_2109,5,2021-01-27 21:09:00,-2.0,91,0.0,-3.3,338,2.3,0,0.0,0.0017,0.0007,VQVAE,feb_month,results_jan,0.005371448118239641,2.0,night,310.32489108396635,132.86043241227569,21,2,Wednesday,8,Late Evening
20210128,clip_0_0000,5,2021-01-28 00:00:00,-2.4,85,0.0,-4.6,332,2.6,0,0.0,0.0015,0.0006,VQVAE,feb_month,results_jan,0.0012550281826406717,5.0,night,10.10951031518789,140.82535770759623,0,3,Thursday,1,Early Post-Midnight
20210128,clip_52_2347,115,2021-01-28 23:47:00,-7.5,95,0.0,-8.2,0,0.0,0,0.0,0.0023,0.001,VQVAE,feb_month,results_jan,0.000645651773083955,0.0,night,5.133726275066522,140.80003975316077,23,3,Thursday,8,Late Evening
20210128,clip_35_1602,5,2021-01-28 16:02:00,-3.3,83,0.0,-5.8,0,0.0,1,0.0,0.0037,0.0017,VQVAE,feb_month,results_jan,0.010313372127711773,12.0,day,241.40229847121014,93.37743031288059,16,3,Thursday,6,Late Afternoon
20210128,clip_27_1239,5,2021-01-28 12:39:00,-0.4,72,0.0,-4.8,4,3.3,287,10.0,0.0029,0.0014,VQVAE,feb_month,results_jan,0.009192346595227718,9.0,day,196.06368221817735,76.28797899965542,12,3,Thursday,5,Early Afternoon
20210129,clip_0_0017,5,2021-01-29 00:17:00,-7.8,95,0.0,-8.4,0,0.0,0,0.0,0.0024,0.0011,VQVAE,feb_month,results_jan,0.0041791838593780994,0.0,night,16.276874687293457,140.0361909850102,0,4,Friday,1,Early Post-Midnight
20210129,clip_48_2357,115,2021-01-29 23:57:00,-2.7,72,0.0,-7.1,336,1.0,0,0.0,0.0012,0.0005,VQVAE,feb_month,results_jan,0.0016843043267726898,5.0,night,8.780875611071565,140.36536730611823,23,4,Friday,8,Late Evening
20210129,clip_19_1116,5,2021-01-29 11:16:00,-2.1,83,0.0,-4.6,51,2.1,219,10.0,0.0028,0.0012,VQVAE,feb_month,results_jan,0.005694132298231125,7.0,day,175.69859425531217,74.88154944820315,11,4,Friday,4,Late Morning
20210129,clip_17_0813,115,2021-01-29 08:13:00,-5.9,95,0.0,-6.6,48,0.7,27,0.0,0.0024,0.001,VQVAE,feb_month,results_jan,0.008482442237436771,3.0,night,132.90888688475434,85.52013674082285,8,4,Friday,3,Early Morning
20210130,clip_0_0000,5,2021-01-30 00:00:00,-2.9,73,0.0,-7.0,348,0.5,0,0.0,0.0012,0.0004,VQVAE,feb_month,results_jan,0.004478713031858206,0.0,night,9.895404774342637,140.29861488487535,0,5,Saturday,1,Early Post-Midnight
